4.97,70.79,351.22,7.1200000000,240, 240
4.97,71.40,352.44,7.0800000000,240, 240
4.97,70.79,351.71,7.1100000000,240, 240
4.97,71.40,353.17,7.0800000000,240, 240
4.97,70.79,351.71,7.1300000000,240, 240
4.97,71.50,353.17,7.0900000000,240, 240
4.97,70.79,351.71,7.1300000000,240, 240
4.97,71.50,353.17,7.0900000000,240, 240
4.97,70.79,351.95,7.1200000000,240, 240
4.97,71.50,352.44,7.0900000000,240, 240
4.97,70.90,351.71,7.1300000000,240, 240
4.97,71.50,352.44,7.0800000000,240, 240
4.97,70.90,352.44,7.1300000000,240, 240
4.97,71.20,351.95,7.0800000000,240, 240
4.97,70.79,351.71,7.1300000000,240, 240
4.97,71.29,351.22,7.0800000000,240, 240
4.97,70.79,351.95,7.1400000000,240, 240
4.97,71.10,351.95,7.0800000000,240, 240
4.97,70.79,352.44,7.1300000000,240, 240
4.97,71.20,351.71,7.0900000000,240, 240
4.97,70.90,351.95,7.1300000000,240, 240
4.97,71.20,352.44,7.0800000000,240, 240
4.97,70.79,352.44,7.1300000000,240, 240
4.97,71.29,351.71,7.0700000000,240, 240
4.97,70.90,351.95,7.1300000000,240, 240
4.97,71.29,351.71,7.0800000000,240, 240
4.97,70.79,352.44,7.1900000000,240, 240
4.97,71.10,351.71,7.0800000000,240, 240
4.97,70.79,352.44,7.1300000000,240, 240
4.97,71.20,351.71,7.0700000000,240, 240
4.97,70.90,352.44,7.1500000000,240, 240
4.97,71.10,351.95,7.0800000000,240, 240
4.97,70.79,352.44,7.1300000000,240, 240
4.97,71.29,351.22,7.1400000000,240, 240
4.97,70.90,351.95,7.1400000000,240, 240
4.97,71.10,351.71,7.0800000000,240, 240
4.97,70.79,352.44,7.1400000000,240, 240
4.97,71.10,351.71,7.1400000000,240, 240
4.97,70.79,351.95,7.1300000000,240, 240
4.97,71.10,351.71,7.0800000000,240, 240
4.97,70.90,352.44,7.0800000000,240, 240
4.97,70.70,351.95,7.1300000000,240, 240
4.97,71.20,351.95,7.0800000000,240, 240
4.97,70.79,351.95,7.1400000000,240, 240
4.96,71.29,351.71,7.0900000000,240, 240
4.97,70.90,351.95,7.1400000000,240, 240
4.97,71.29,351.95,7.0900000000,240, 240
4.97,70.90,353.17,7.1400000000,240, 240
4.97,71.40,351.95,7.0800000000,240, 240
4.97,70.90,351.95,7.1400000000,240, 240
4.97,71.20,352.44,7.0900000000,240, 240
4.97,70.79,352.44,7.1400000000,240, 240
4.97,71.10,351.95,7.0800000000,240, 240
4.97,70.90,351.95,7.1400000000,240, 240
4.97,71.29,351.71,7.0800000000,240, 240
4.97,70.79,351.95,7.1300000000,240, 240
4.97,71.10,351.95,7.0800000000,240, 240
4.97,70.79,351.71,7.1300000000,240, 240
4.97,71.29,351.71,7.0800000000,240, 240
4.97,70.79,351.95,7.1300000000,240, 240
4.97,71.20,351.95,7.0900000000,240, 240
4.97,70.79,352.44,7.1300000000,240, 240
4.97,71.29,351.71,7.0900000000,240, 240
4.97,70.79,351.95,7.1300000000,240, 240
4.97,71.20,351.95,7.0800000000,240, 240
4.97,70.90,352.44,7.1300000000,240, 240
4.97,71.29,351.95,7.0800000000,240, 240
4.97,70.90,352.44,7.1400000000,240, 240
4.97,71.29,351.71,7.0800000000,240, 240
4.97,71.10,353.17,7.1500000000,240, 240
4.97,71.00,351.22,7.0800000000,240, 240
4.97,71.00,353.17,7.1400000000,240, 240
4.97,71.00,351.71,7.0800000000,240, 240
4.97,71.10,354.15,7.1500000000,240, 240
4.97,71.00,351.22,7.0900000000,240, 240
4.97,71.20,353.17,7.1400000000,240, 240
4.97,70.90,351.22,7.0800000000,240, 240
4.97,71.10,353.66,7.1400000000,240, 240
4.97,70.79,351.22,7.0800000000,240, 240
4.97,71.10,353.66,7.1500000000,240, 240
4.97,70.90,351.71,7.0900000000,240, 240
4.97,71.10,353.66,7.1400000000,240, 240
4.97,70.90,351.22,7.0800000000,240, 240
4.97,71.10,353.66,7.1400000000,240, 240
4.97,71.00,351.71,7.0800000000,240, 240
4.97,71.29,353.66,7.1500000000,240, 240
4.97,70.90,351.71,7.0800000000,240, 240
4.97,71.10,354.15,7.1400000000,240, 240
4.97,70.90,351.22,7.0900000000,240, 240
4.97,71.20,354.15,7.1500000000,240, 240
4.97,70.79,351.71,7.0900000000,240, 240
4.97,71.29,357.32,7.1500000000,240, 240
4.97,70.90,351.22,7.0800000000,240, 240
4.97,71.29,354.15,7.1500000000,240, 240
4.97,70.90,354.15,7.0800000000,240, 240
4.97,71.29,354.15,7.1500000000,240, 240
4.97,70.79,351.71,7.0900000000,240, 240
4.97,71.29,354.15,7.1500000000,240, 240
4.97,71.50,351.22,7.0800000000,240, 240
4.97,71.40,354.39,7.1400000000,240, 240
4.97,70.79,351.22,7.0800000000,240, 240
4.97,72.10,354.15,7.1300000000,240, 240
4.97,71.50,351.71,7.0800000000,240, 240
4.97,71.40,354.39,7.1500000000,240, 240
4.97,70.79,351.22,7.0800000000,240, 240
4.97,72.00,354.39,7.1300000000,240, 240
4.97,70.79,351.22,7.0900000000,240, 240
4.97,71.40,354.15,7.1200000000,240, 240
4.97,71.40,351.22,7.0800000000,240, 240
4.97,71.90,354.39,7.1300000000,240, 240
4.97,70.79,351.22,7.0900000000,240, 240
4.97,71.40,354.15,7.1200000000,240, 240
4.97,71.29,350.49,7.0800000000,240, 240
4.97,71.90,354.15,7.1300000000,240, 240
4.97,70.79,351.22,7.0800000000,240, 240
4.97,72.00,354.15,7.1200000000,240, 240
4.97,71.40,351.22,7.0800000000,240, 240
4.97,71.29,354.15,7.1300000000,240, 240
4.97,70.70,350.49,7.0800000000,240, 240
4.97,72.00,354.15,7.1200000000,240, 240
4.97,71.40,350.49,7.0800000000,240, 240
4.97,71.29,354.15,7.1100000000,240, 240
4.97,70.79,350.49,7.0800000000,240, 240
4.97,72.00,354.15,7.1200000000,240, 240
4.97,70.79,351.22,7.0800000000,240, 240
4.97,71.40,354.15,7.1200000000,240, 240
4.97,71.40,351.22,7.1100000000,240, 240
